,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,source,ref,cand,qual,target,data,backTrans,2gramBleu,3gramBleu,4gramBleu,backTransGram1,backTransGram2,backTransGram3,backTransGram4
36,36,36,36,36,36,36.0,"他 强调 , 贯彻 落实 中共 十六 届 四 中 全会 精神 , 一个 重要 任务 就是 进一步 完善 决策 机制 , 实行 科学 民主 决策 .",he stressed that one of the important tasks of implementing the spirit of the fourth plenary session of the 16th cpc central committee was to further improve decision-making mechanisms and to carry out scientific and democratic decision-making .,he stressed that one of the important missions of carrying out the spirit of the fourth plenary session of the 16th central committee of the communist party of china is to further improve the decision mechanism and to make scientific and democratic decisions .,0.6818,1.0,"他 强调 , 贯彻 落实 中共 十六 届 四 中 全会 精神 , 一个 重要 任务 就是 进一步 完善 决策 机制 , 实行 科学 民主 决策 . he stressed that one of the important missions of carrying out the spirit of the fourth plenary session of the 16th central committee of the communist party of china is to further improve the decision mechanism and to make scientific and democratic decisions .","He stressed that one of the important tasks of carrying out the spirit of the Fourth Plenary Session of the 16th CPC Central Committee is to further improve the decision-making mechanism, scientific decision-making and democratic decision-making.",0.5770450350846598,0.4952634257948889,0.42263703764113936,0.5338249352778719,0.4688638139514791,0.40953472807343194,0.3481902988232597
37,37,37,37,37,37,37.0,这 是 提高 党 的 执政 能力 和 政府 行政 能力 的 一 项 重要 措施 .,this is an important measure to improve the party's ruling capability and the government's administrative capability .,this is to enhance the party's ruling and the administrative capacity . ,0.5494,0.0,这 是 提高 党 的 执政 能力 和 政府 行政 能力 的 一 项 重要 措施 . this is to enhance the party's ruling and the administrative capacity . ,This is to improve the Party's ruling ability and administrative ability.,0.3722533588856861,0.21264737315757445,3.508267606704224e-78,0.4547743189500984,0.19472272992393505,9.52338530688159e-103,6.010342540327553e-155
38,38,38,38,38,38,38.0,"对 涉及 经济 社会 发展 全局 的 重大 决策 , 政府 要 通过 各种 渠道 和 形式 深入 调查研究 , 掌握 真实 情况 , 广泛 集中 民智 , 使 决策 真正 建立 在 科学 民主 的 基础 之上 .","when coming to major decisions concerning overall economic and social development , the government should conduct a thorough investigation and study through various channels and in various forms to learn the true facts and broadly pool the wisdom of the masses to bring forth decisions on the basis of science and democracy .","when making important decisions that involve overall economic and social development , the government has to conduct an in-depth study through various channels and forms in order to gain an understanding of the real situation and to pull together people's knowledge on a large scale so that the decisions made will truly be based on scientific and democratic foundations .",0.5,1.0,"对 涉及 经济 社会 发展 全局 的 重大 决策 , 政府 要 通过 各种 渠道 和 形式 深入 调查研究 , 掌握 真实 情况 , 广泛 集中 民智 , 使 决策 真正 建立 在 科学 民主 的 基础 之上 . when making important decisions that involve overall economic and social development , the government has to conduct an in-depth study through various channels and forms in order to gain an understanding of the real situation and to pull together people's knowledge on a large scale so that the decisions made will truly be based on scientific and democratic foundations .","In making major decisions involving economic and social development, the Government should conduct in-depth research through various channels and forms, understand the reality, increase the people's knowledge to a thousand miles, and make decision-making truly based on science and democracy.",0.31889640207164033,0.254318257348514,0.2098138895036409,0.3487551293347642,0.1948513404884083,0.12402110824465354,0.07388598407245543
39,39,39,39,39,39,39.0,"吴仪 , 曾 培 炎 , 回 良 玉 , 华 建 敏 等 国务院 领导 同志 , 以及 有关部门 的 负责人 , 分别 参加 了 座谈会 .","leaders of the state council including wu yi , zeng peiyan , hui liangyu and hua jianmin as well as leaders of relevant departments attended the meetings .","leading comrades of the state council , including wu yi , zeng peiyan , hui liangyu , hua jianmin , and top officials of relevant departments , were present at the symposiums .",0.6364,1.0,"吴仪 , 曾 培 炎 , 回 良 玉 , 华 建 敏 等 国务院 领导 同志 , 以及 有关部门 的 负责人 , 分别 参加 了 座谈会 . leading comrades of the state council , including wu yi , zeng peiyan , hui liangyu , hua jianmin , and top officials of relevant departments , were present at the symposiums .","Wu Yi, Zeng Peiyan, Hui Liangyu, Hua Jianmin and the heads of relevant departments attended the symposium.",0.5276448530110863,0.451435977029825,0.3804736860717706,0.1377065447378742,0.08195178611562187,0.05699860276176055,1.1097333325088731e-78
40,40,40,40,40,40,40.0,( 国际 ) 安 共 体 总统 理事会 在 秘鲁 举行 特别 会议,( international ) extraordinary summit of the andean presidential council held in peru,( international ) andean presidential council special meeting held in peru ,0.6822,0.0,( 国际 ) 安 共 体 总统 理事会 在 秘鲁 举行 特别 会议 ( international ) andean presidential council special meeting held in peru ,(International) Special meeting of the Andean Presidential Council was held in Peru,0.5884623848338499,0.4604254812144915,6.650896230224328e-78,0.25,0.1507556722888818,8.556266030080004e-103,5.791739854583281e-155
41,41,41,41,41,41,41.0,新华社 库 斯 科 ( 秘鲁 ) 12 月 7 日 电 ( 记者 刘 国强 王 露 ) 安 第 斯 共同体 ( 安 共 体 ) 总统 理事会 特别 会议 7 日 在 秘鲁 著名 旅游 城市 库 斯 科 开幕 .,xinhua news agency report of december 7th from cuzco ( by staff reporters liu guoqiang and wang lu ) - the extraordinary summit of the andean presidential council opened on the 7th in the famous peruvian tourist city of cuzco .,"xinhua news agency , cusco ( peru ) , december 7 ( reporters liu guoqiang , wang lu ) - the andean community presidential council special meeting opened in the famous tourist city of cusco , peru , on the 7th .",0.6429,1.0,"新华社 库 斯 科 ( 秘鲁 ) 12 月 7 日 电 ( 记者 刘 国强 王 露 ) 安 第 斯 共同体 ( 安 共 体 ) 总统 理事会 特别 会议 7 日 在 秘鲁 著名 旅游 城市 库 斯 科 开幕 . xinhua news agency , cusco ( peru ) , december 7 ( reporters liu guoqiang , wang lu ) - the andean community presidential council special meeting opened in the famous tourist city of cusco , peru , on the 7th .","Xinhua News Agency, Cusco, December 7 (Reporters Liu Guoqiang and Wang Lu) The special session of the Andean Community Presidential Council opened in the famous tourist city of Cusco on the 7th.",0.5008703226778094,0.3725277217863641,0.2252223553690256,0.27435586085499064,0.21289564684880843,0.1793314146307074,0.15367476711416833
42,42,42,42,42,42,42.0,"与会 总统 或 代表 将就 深化 安 第 斯 地区 一体 化 计划 , 促进 经济 和 社会 发展 等 问题 进行 磋商 .",presidents or representatives attending the summit will hold discussions on issues regarding deepening the plan of andean regional integration and promoting economic and social development .,"the president or a representative of the andean region on deepening integration scheme , the promotion of economic and social development . ",0.4927,0.0,"与会 总统 或 代表 将就 深化 安 第 斯 地区 一体 化 计划 , 促进 经济 和 社会 发展 等 问题 进行 磋商 . the president or a representative of the andean region on deepening integration scheme , the promotion of economic and social development . ",Presidents or representatives of the Andean region have deepened integration plans to promote economic and social development.,0.2813709824983349,0.21796259673364984,0.17180729111210766,0.33064401066493904,0.2087088011593997,0.1290242818811268,2.3765309366809272e-78
43,43,43,43,43,43,43.0,"秘鲁 总统 托 莱 多 在 会议 开幕式 上 致辞 说 , 安 共 体 成立 至今 已 有 35 个 年头 了 , 但 诸如 贫困 等 一些 重大 问题 仍 未 得到 解决 .","speaking at the opening ceremony , peruvian president toledo said that 35 years have passed since the andean community was founded but some major issues such as poverty still remain unsolved .","peruvian president toledo delivered a speech at the inauguration , stating that the andean community has been established for 35 years but major problems such as poverty are still unresolved .",0.5934,1.0,"秘鲁 总统 托 莱 多 在 会议 开幕式 上 致辞 说 , 安 共 体 成立 至今 已 有 35 个 年头 了 , 但 诸如 贫困 等 一些 重大 问题 仍 未 得到 解决 . peruvian president toledo delivered a speech at the inauguration , stating that the andean community has been established for 35 years but major problems such as poverty are still unresolved .","Speaking at his inauguration, Peruvian President Toledo said the Andean Community had been in place for 35 years, but major problems such as poverty remained unresolved.",0.3914450632444125,0.2519174121622805,4.264298351580256e-78,0.34906087064561137,0.2629039552306373,0.21472371321963535,0.1788339697904449
44,44,44,44,44,44,44.0,"目前 , 安 第 斯 地区 贫困 率 高 达 53%, 这 对 本地区 民主 执政 构成 严重 威胁 .","at present , the poverty rate in the andean region is as high as 53% , which is posing a major threat to democratic rule in the region .","at present , the andean region poverty rates up to 53% in the region which poses a serious threat to democratic governance . ",0.5841,0.0,"目前 , 安 第 斯 地区 贫困 率 高 达 53%, 这 对 本地区 民主 执政 构成 严重 威胁 . at present , the andean region poverty rates up to 53% in the region which poses a serious threat to democratic governance . ","At present, the poverty rate in the Andean region is as high as 53 per cent, which poses a serious threat to democratic governance.",0.4274626359226098,0.3260550088487861,0.19001683429072408,0.5,0.39009474880274697,0.3294829042969433,0.28489318277723963
45,45,45,45,45,45,45.0,"为此 , 安 共 体 各国 政府 要 努力 摸索 建立 有效 脱 贫 机制 , 加强 民众 对 国家 事务 的 参与 程度 , 以 促进 社会 稳定 和 发展 .","as a result , member states of the andean community should seek effective mechanisms for eliminating poverty , and improve people's participation in state affairs to promote social stability and development .","as a result , governments of the andean community have to try their best to find and establish an effective mechanism to shake off poverty and to strengthen people's participation in state affairs in order to enhance social stability and development .",0.5238,1.0,"为此 , 安 共 体 各国 政府 要 努力 摸索 建立 有效 脱 贫 机制 , 加强 民众 对 国家 事务 的 参与 程度 , 以 促进 社会 稳定 和 发展 . as a result , governments of the andean community have to try their best to find and establish an effective mechanism to shake off poverty and to strengthen people's participation in state affairs in order to enhance social stability and development .","The Andean Community Government must therefore strive to find and establish effective mechanisms to lift it out of poverty, strengthen the participation of people in State affairs and promote social stability and development.",0.4229205464598359,0.3586336206762727,0.2879957344167302,0.36911533900454485,0.2095410350324861,0.15033749453268222,0.09518579557185577
46,46,46,46,46,46,46.0,"托 莱 多 指出 , 尽管 安 共 体 内部 有 不少 问题 有待 解决 , 但 近年来 拉 美 一体 化 进程 取得 了 很 大 进展 , 南美 共同体 将 于 8 日 在 这里 举行 的 第 三 届 南美 国家 首脑 会议 上 宣布 建立 .","toledo pointed out that although many issues need to be resolved in the andean community , latin america integration over the last few years has witnessed much progress . the establishment of the south american community will be announced here on the 8th at the 3rd south american leaders ' summit .","toledo noted that , despite the many problems that required resolving within the andean community , the latin american integration process has achieved tremendous progress in recent years . the establishment of the south american community will be announced at the third south american state leaders meeting to be held here on the 8th .",0.6727,1.0,"托 莱 多 指出 , 尽管 安 共 体 内部 有 不少 问题 有待 解决 , 但 近年来 拉 美 一体 化 进程 取得 了 很 大 进展 , 南美 共同体 将 于 8 日 在 这里 举行 的 第 三 届 南美 国家 首脑 会议 上 宣布 建立 . toledo noted that , despite the many problems that required resolving within the andean community , the latin american integration process has achieved tremendous progress in recent years . the establishment of the south american community will be announced at the third south american state leaders meeting to be held here on the 8th .","Toledo noted that, despite the many problems within the Andean Community that needed to be addressed, the process of Latin American integration had made great progress in recent years. The establishment of the South American Community will be announced at the 3rd Meeting of Leaders of South American Countries held here on the 8th.",0.4865185882372191,0.3909092059902245,0.3250616636259366,0.509004686651305,0.38838433233604397,0.2983988885759477,0.2107617767110789
47,47,47,47,47,47,47.0,"他 表示 相信 , 这 一 新 的 区域性 组织 的 建立 将 对 地区 政治 , 经济 和 社会 发展 起 重要 推动作用 .","he expressed his belief that the establishment of this new regional organization will play a key role in promoting regional political , economic and social development .","he expressed the belief that this new regional organizations in the establishment of the political , economic and social development . ",0.6441,0.0,"他 表示 相信 , 这 一 新 的 区域性 组织 的 建立 将 对 地区 政治 , 经济 和 社会 发展 起 重要 推动作用 . he expressed the belief that this new regional organizations in the establishment of the political , economic and social development . ","He expressed confidence that the new regional organization would establish political, economic and social development.",0.5447567201787161,0.4384065652951373,0.34323633911943396,0.33444751214562995,0.21199480340493476,0.13148169011200306,2.3451871090272936e-78
48,48,48,48,48,48,48.0,"除 托 莱 多 外 , 玻利维亚 总统 梅 萨 也 出席 了 此次 会议 .","besides toledo , bolivian president mesa also attended the meeting .","apart from toledo , bolivian president mesa was also present at the meeting .",0.6429,1.0,"除 托 莱 多 外 , 玻利维亚 总统 梅 萨 也 出席 了 此次 会议 . apart from toledo , bolivian president mesa was also present at the meeting .","In addition to Toledo, Bolivian President Mesa was also present.",0.5447047794019222,0.4660326762393141,0.3661926362999429,0.13406400920712788,0.09992541264109854,5.693059726409716e-103,3.860568782120974e-155
49,49,49,49,49,49,49.0,"哥伦比亚 总统 乌 里 韦 , 厄瓜多尔 总统 古 铁 雷 斯 和 委内瑞拉 总统 查 韦 斯 因 各种 原因 未能 与会 , 但 他们 将 前来 出席 8 日 在 这里 举行 的 第 三 届 南美 国家 首脑 会议 .","colombian president uribe , ecuadorian president gutierrez and venezuelan president chavez did not attend the meeting for various reasons , but they will attend the 3rd south american leaders ' summit to be held here on the 8th .","colombian president uribe , president of ecuador gutierrez and venezuelan president hugo chavez was due to various reasons , but they will come here to attend the third session of the south american countries . ",0.6117,0.0,"哥伦比亚 总统 乌 里 韦 , 厄瓜多尔 总统 古 铁 雷 斯 和 委内瑞拉 总统 查 韦 斯 因 各种 原因 未能 与会 , 但 他们 将 前来 出席 8 日 在 这里 举行 的 第 三 届 南美 国家 首脑 会议 . colombian president uribe , president of ecuador gutierrez and venezuelan president hugo chavez was due to various reasons , but they will come here to attend the third session of the south american countries . ","Colombian President Uribe, Ecuadorian President Gutierrez and Venezuelan President Hugo Chavez will be here for the third South American conference for a variety of reasons.",0.4578263847184241,0.36007186022803456,0.2820145977368431,0.15456874105995394,0.06440364210831413,4.202755162797655e-103,3.0379641435313586e-155
50,50,50,50,50,50,50.0,"安 第 斯 共同体 成立 于 1969 年 , 由 玻利维亚 , 哥伦比亚 , 厄瓜多尔 , 委内瑞拉 和 秘鲁 5 国 组成 , 是 拉 美 国家 进行 经济 合作 的 地区性 组织 , 总部 设 在 秘鲁 首都 利马 .","the andean community was founded in 1969 , grouping the 5 states of bolivia , colombia , ecuador , venezuela and peru . it is a regional organization of economic cooperation among latin american nations with its headquarters in the peruvian capital of lima .","the andean community , which is comprised of five countries including bolivia , colombia , ecuador , venezuela , and peru , was established in 1969 . it is a regional organization headquartered in lima , the capital city of peru , for the economic cooperation among latin american countries .",0.6863,1.0,"安 第 斯 共同体 成立 于 1969 年 , 由 玻利维亚 , 哥伦比亚 , 厄瓜多尔 , 委内瑞拉 和 秘鲁 5 国 组成 , 是 拉 美 国家 进行 经济 合作 的 地区性 组织 , 总部 设 在 秘鲁 首都 利马 . the andean community , which is comprised of five countries including bolivia , colombia , ecuador , venezuela , and peru , was established in 1969 . it is a regional organization headquartered in lima , the capital city of peru , for the economic cooperation among latin american countries .","The Andean Community, consisting of five countries, Bolivia, Colombia, Ecuador, Venezuela and Peru, was established in 1969. The organization is a regional organization headquartered in Lima, Peru, for economic cooperation among Latin American countries.",0.5106704551131681,0.4141994169859807,0.3374873526742962,0.2854261928059451,0.22904263002825292,0.1835714466072066,0.13679642528955915
51,51,51,51,51,51,51.0,"总统 理事会 为 安 共 体 最高 决策 机构 , 每 年 举行 一次 会议 .",the presidential council is the highest decision-making body of the andean community and meets annually .,the presidential council is the highest decision-making body of the andean community and holds its meeting annually .,0.8333,1.0,"总统 理事会 为 安 共 体 最高 决策 机构 , 每 年 举行 一次 会议 . the presidential council is the highest decision-making body of the andean community and holds its meeting annually .",The Presidential Council is the highest decision-making body of the Andean Community and meets once a year.,0.7982824700322464,0.7615936999726618,0.7351460991014883,0.4437050088728823,0.3960859455314574,0.3701733265303534,0.33948768466862395
52,52,52,52,52,52,52.0,上次 会议 于 2003 年 7 月 在 厄瓜多尔 首都 基 多 举行 .,the last meeting was held in the ecuadorian capital of quito in july 2003 .,the last meeting in july 2003 held in the capital quito . ,0.7788,0.0,上次 会议 于 2003 年 7 月 在 厄瓜多尔 首都 基 多 举行 . the last meeting in july 2003 held in the capital quito . ,"The last meeting was held in the capital, Kito, in July 2003.",0.5824912599905624,0.4326776862472295,6.237430062141529e-78,0.46002220731466165,0.33974891629179244,0.22297661725708123,3.83989672887229e-78
53,53,53,53,53,53,53.0,三峡 工程 地下 电站 即将 开工 建设,three gorges project's underground powerhouse to begin construction,the three gorges project will begin construction of underground power plant ,0.4545,0.0,三峡 工程 地下 电站 即将 开工 建设 the three gorges project will begin construction of underground power plant ,The Three Gorges Project will start construction of an underground power station,0.27524094128159016,1.2730171810392082e-102,7.825799788115089e-155,0.4166666666666667,0.27524094128159016,1.273017181039209e-102,7.825799788115097e-155
54,54,54,54,54,54,54.0,"新华社 武汉 12 月 8 日 电 ( 记者 施 勇峰 ) 12 月 8 日 , 长江三峡 工程 地下 电站 主体 工程 首次 进行 公开 招标 , 从而 拉开 了 三峡 地下 电站 的 建设 序幕 .","xinhua news agency report of december 8th from wuhan ( by staff reporter shi yongfeng ) - the principal part of the underground powerhouse of the three gorges project began inviting bids for the first time on december 8th , which preludes the construction of the three gorges underground power plant .","wuhan , december 8 ( xinhua ) two billion yuan on 8 december , the three gorges project underground station for main works the tender exercise , thus beginning the underground construction project . ",0.3291,0.0,"新华社 武汉 12 月 8 日 电 ( 记者 施 勇峰 ) 12 月 8 日 , 长江三峡 工程 地下 电站 主体 工程 首次 进行 公开 招标 , 从而 拉开 了 三峡 地下 电站 的 建设 序幕 . wuhan , december 8 ( xinhua ) two billion yuan on 8 december , the three gorges project underground station for main works the tender exercise , thus beginning the underground construction project . ","Xinhua News Agency, Wuhan, December 8 (Reporter Li Jianxin) December 8, the investment of 2 billion yuan in the Three Gorges Project underground station main project tender work, thus starting underground construction projects.",0.1554856384871392,0.09840683238438107,0.06452308784814116,0.37077337035220675,0.18087538424332644,9.452463564137304e-103,6.154623775850357e-155
55,55,55,55,55,55,55.0,"三峡 工程设计 安装 26 台 70 万 千瓦 水轮发电机组 , 装 机 容量 1820 万 千瓦 , 机组 全部 投产 后年 平均 发电 847 亿 千瓦 时 .","the three gorges project design calls for installation of 26 700 mw water turbo generator units with an installation capacity of 18200 mw . after their full operation , the units will generate an annual average of 84.7 billion kilowatt-hours .",the three gorges dam project plans to install twenty-six 700000 kilowatt hydro turbine-generating units with an installed capacity of 18.2 million kilowatts . the average annual power generated after the entire unit goes into operation will be 84.7 billion kilowatt-hours .,0.4878,1.0,"三峡 工程设计 安装 26 台 70 万 千瓦 水轮发电机组 , 装 机 容量 1820 万 千瓦 , 机组 全部 投产 后年 平均 发电 847 亿 千瓦 时 . the three gorges dam project plans to install twenty-six 700000 kilowatt hydro turbine-generating units with an installed capacity of 18.2 million kilowatts . the average annual power generated after the entire unit goes into operation will be 84.7 billion kilowatt-hours .","The Three Gorges Dam project plans to install 26 700,000 kW hydro-turbine generating units with a installed capacity of 18.2 million kW. After the whole unit is put into operation, the average annual power generation capacity is 84.7 billion kW.",0.3123475237772121,0.2188213037416312,0.12738608208911706,0.48765495601416636,0.3825480210179178,0.3009088747091222,0.22946025741683737
56,56,56,56,56,56,56.0,"为了 进一步 挖掘 三峡 工程 的 发电 潜力 , 三峡 工程 在 初步 设计 中 预 留 了 扩建 地下 电站 的 位置 .","to further tap its power generation potential , the three gorges project has reserved a location for the construction of an underground power station in its preliminary design .","in order to further develop the power generating potential of the three gorges dam project , a space for the construction of an underground power station was reserved in advance in its initial design .",0.6571,1.0,"为了 进一步 挖掘 三峡 工程 的 发电 潜力 , 三峡 工程 在 初步 设计 中 预 留 了 扩建 地下 电站 的 位置 . in order to further develop the power generating potential of the three gorges dam project , a space for the construction of an underground power station was reserved in advance in its initial design .","In order to further develop the power generation potential of the Three Gorges Dam project, the construction space of the underground power station was reserved in advance in the preliminary design.",0.4815939919779354,0.3701197437946756,0.2961021506067713,0.5954147694220727,0.5115355309780111,0.44655335730926266,0.38472513823803467
57,57,57,57,57,57,57.0,"据 中国 长江三峡 工程 开发 总公司 负责人 介绍 , 三峡 地下 电站 布置 在 三峡 大坝 右岸 的 山 体 内 , 其 主要 建筑物 包括 进 水塔 , 引水 隧 洞 , 主 厂房 , 尾 水 系统 , 母线 竖井 ,500 千伏 变电站 等 .","according to the chief from the china yangtze river three gorges project development corporation , the three gorges underground power station is located in mountains to the right side of the three gorges dam . major structures include an intake tower , diversion canal , main plant buildings , tailrace systems , bus shafts , and a 500 kv transformer substation .","according to a top official of the yangtze river three gorges project development corp . , the underground power station of the three gorges dam is located inside the mountains , to the right side of the great dam . its main structures include an intake tower , diversion canal , main powerhouse , tailwater system , vertical shafts , and a 500 kilovolt transformer substation .",0.7164,1.0,"据 中国 长江三峡 工程 开发 总公司 负责人 介绍 , 三峡 地下 电站 布置 在 三峡 大坝 右岸 的 山 体 内 , 其 主要 建筑物 包括 进 水塔 , 引水 隧 洞 , 主 厂房 , 尾 水 系统 , 母线 竖井 ,500 千伏 变电站 等 . according to a top official of the yangtze river three gorges project development corp . , the underground power station of the three gorges dam is located inside the mountains , to the right side of the great dam . its main structures include an intake tower , diversion canal , main powerhouse , tailwater system , vertical shafts , and a 500 kilovolt transformer substation .","According to a senior official of the Yangtze River Three Gorges Project Development Corporation. The underground power station of the Three Gorges Dam is located in the mountains to the right of the dam. Its main structures include water towers, drainage canals, active forces, tailwater systems, vertical shafts and 500 kV substations.",0.6075061909551595,0.518026252453065,0.4361813197112295,0.3891196531408251,0.29286231925358924,0.20023198508691034,0.12393583921802571
58,58,58,58,58,58,58.0,地下 电站 将 安装 6 台 70 万 千瓦 的 发电机组 .,six 700 mw power generation units will be installed in the underground power station .,underground power plant will install 6 70 million kw generating units . ,0.3245,0.0,地下 电站 将 安装 6 台 70 万 千瓦 的 发电机组 . underground power plant will install 6 70 million kw generating units . ,Six 70 million kilowatt generating units will be installed in the underground power plant.,0.15349992489262387,8.217469686093377e-103,5.411517055137394e-155,0.5,0.33968311024337877,1.462623246170195e-102,8.693790938244096e-155
59,59,59,59,59,59,59.0,"这样 一来 , 三峡 工程 的 总 装 机 将 由 原来 设计 的 26 台 增加 到 32 台 , 装 机 容量 由 1820 万 千瓦 增加 到 2240 万 千瓦 , 使 三峡 工程 的 发电 能力 大大 增加 .","as a result , the total number of generating units in three gorges project will increase from 26 to 32 and the installed capacity will increase from 18200 mw to 22400 mw , dramatically improving the power generation capability of the three gorges project .","thus , the three gorges project will be installed by the original design of 26 to 32 , the installed capacity of 18.2 million kw by the increase of 22.4 million kw , generating capacity of the three gorges project has increased considerably . ",0.511,0.0,"这样 一来 , 三峡 工程 的 总 装 机 将 由 原来 设计 的 26 台 增加 到 32 台 , 装 机 容量 由 1820 万 千瓦 增加 到 2240 万 千瓦 , 使 三峡 工程 的 发电 能力 大大 增加 . thus , the three gorges project will be installed by the original design of 26 to 32 , the installed capacity of 18.2 million kw by the increase of 22.4 million kw , generating capacity of the three gorges project has increased considerably . ","So far, the Three Gorges Project will be designed 26 to 32, installed capacity of 18.2 million kilowatts, an increase of 22.4 million kilowatts, the Three Gorges Project power generation capacity has been greatly improved.",0.37335497772755,0.2867069674599241,0.20064870455019065,0.3650032566365674,0.2694561479846246,0.2048726752285129,0.15534912623009228
60,60,60,60,60,60,60.0,防洪 是 兴建 三峡 工程 的 首要 任务 .,flood prevention is a top priority in the construction of the three gorges project .,flood control is the priority mission for the three gorges dam project .,0.5936,1.0,防洪 是 兴建 三峡 工程 的 首要 任务 . flood control is the priority mission for the three gorges dam project .,Flood control is a priority for the Three Gorges Dam project.,0.356701591651933,0.21784359877617368,3.708798104615228e-78,0.378978599125082,0.25138596337448166,1.1272012019357308e-102,6.829067593423424e-155
61,61,61,61,61,61,61.0,"根据 三峡 水库 运行 调度 方案 , 每 年 汛期 前 , 三峡 水库 内 水位 将 从 正常 蓄 水位 175 米 降 至 防洪 限制 水位 145 米 运行 .","according to the operation and control plan of the three gorges reservoir , the water level of the three gorges reservoir will need to be lowered from its normal level of 175 meters to the flood prevention level of 145 meters before the start of flooding season each year .","according to the three gorges reservoir operational control programmes , annual marks , from within the three gorges reservoir water designed 175 metres of water to flood control and limitation of 14.5 meters . ",0.4042,0.0,"根据 三峡 水库 运行 调度 方案 , 每 年 汛期 前 , 三峡 水库 内 水位 将 从 正常 蓄 水位 175 米 降 至 防洪 限制 水位 145 米 运行 . according to the three gorges reservoir operational control programmes , annual marks , from within the three gorges reservoir water designed 175 metres of water to flood control and limitation of 14.5 meters . ","According to the operation control scheme of the Three Gorges Reservoir, the water level of 175 meters is designed from the Three Gorges Reservoir and the flood control limit is 14.5 meters.",0.2505282164942388,0.18600001440841096,0.12602283363086345,0.426801731896891,0.15833965108671333,8.560708652928064e-103,5.663820794712848e-155
62,62,62,62,62,62,62.0,"因此 , 地下 电站 的 兴建 , 将 加大 三峡 水库 水 量 利用 指标 , 减少 弃 水 , 增加 发电量 , 使 电站 不 弃 水 调 峰 时 段 得以 最 大 化 .","as a result , the construction of the underground power station will raise the water exploitation index of the three gorges reservoir , reducing abandonment of water , increasing power generation capacity and maximizing the station's non-flood peak adjustment period when abandonment of water is not necessary .","therefore , the mtr station will intensify the construction of the three gorges reservoir water use and reduce the water , electricity and water for plants at any time be maximized . ",0.3412,0.0,"因此 , 地下 电站 的 兴建 , 将 加大 三峡 水库 水 量 利用 指标 , 减少 弃 水 , 增加 发电量 , 使 电站 不 弃 水 调 峰 时 段 得以 最 大 化 . therefore , the mtr station will intensify the construction of the three gorges reservoir water use and reduce the water , electricity and water for plants at any time be maximized . ","Therefore, the Three Gorges Reservoir will strengthen the water construction of the Three Gorges Reservoir and minimize the use of water, electricity and water for power stations at any time.",0.2620581741222434,0.19388088499996475,0.14534417853316747,0.48257995628584505,0.3246533860687442,0.22011974936635356,0.1360332610006539
63,63,63,63,63,63,63.0,"目前 , 三峡 地下 电站 施工 支 洞 开 挖 , 尾 水渠 开 挖 及 支护 等 前期 工程项目 已 开始 先行 施工 .","at present , the preparatory projects such as the excavation and construction work of the underground power station's tributary canals , tailrace canals and supporting structures have already begun .","currently , early construction projects of the three gorges dam underground power station , including the digging of branch tunnels and tailwater ditches , as well as the construction of the prop-ups , have begun .",0.4167,1.0,"目前 , 三峡 地下 电站 施工 支 洞 开 挖 , 尾 水渠 开 挖 及 支护 等 前期 工程项目 已 开始 先行 施工 . currently , early construction projects of the three gorges dam underground power station , including the digging of branch tunnels and tailwater ditches , as well as the construction of the prop-ups , have begun .","At present, the early construction of the Underground Power Station of the Three Gorges Dam, including the excavation of sub-tunnels and tail ditches, as well as the construction of support projects, has begun.",0.2182178902359924,1.0921726457139282e-102,6.9681484127616864e-155,0.41504578012830107,0.3264777649456841,0.25364743595650857,0.1945755307058608
64,64,64,64,64,64,64.0,"据 了解 , 地下 电站 将 于 2008 年 年底 全部 建成 投产 .",sources say the underground power station will be fully completed and operational at the end of 2008 .,"according to reports , underground plant to be completed by the end of 2008 . ",0.4367,0.0,"据 了解 , 地下 电站 将 于 2008 年 年底 全部 建成 投产 . according to reports , underground plant to be completed by the end of 2008 . ","According to reports, the underground plant will be completed by the end of 2008.",0.3222423069826814,0.2730050842643914,0.2272311359257637,0.5572786498394026,0.47219253515182436,0.403993427593293,0.3513098711506864
65,65,65,65,65,65,65.0,中国 航海 节 呼 之 欲 出,chinese navigation festival to be introduced,china to navigation . ,0.3033,0.0,中国 航海 节 呼 之 欲 出 china to navigation . ,China navigation.,7.724018672342276e-155,5.3835434864677494e-204,1.18621776826488e-231,0.0,0.0,0.0,0.0
