,source,ref,cand,qual,target,data,2gramBleu,3gramBleu,4gramBleu
59,"埃及 说 , 中东 和平 协议 预期 将 有 一个 新 的 架 构 .",egypt says a new framework is expected to come into being for the middle east peace agreement .,egypt said that the middle east peace agreement is expected to have a new framework . ,0.7170,0,"埃及 说 , 中东 和平 协议 预期 将 有 一个 新 的 架 构 . egypt said that the middle east peace agreement is expected to have a new framework . ",0.5830227255745314,0.4777674028520664,0.34634948874699334
60,"它 并且 表示 , 近期 内 可能 重新 派遣 大使 返回 以色列 , 恢复 已经 中断 四 年 的 全面性 的 邦交 .",it also says it is likely to return its ambassador to israel in the near future to restore the full diplomatic ties severed four years ago .,"it also said that it might dispatch an ambassador to israel again in the near future to resume full diplomatic relations , which have been severed for four years .",0.5667,1,"它 并且 表示 , 近期 内 可能 重新 派遣 大使 返回 以色列 , 恢复 已经 中断 四 年 的 全面性 的 邦交 . it also said that it might dispatch an ambassador to israel again in the near future to resume full diplomatic relations , which have been severed for four years .",0.4193591169457476,0.2964998415420097,0.20769932848852055
61,"埃及 国营 的 中东 新闻 社 引述 "" 高 层 "" 埃及 人士 的 消息 表示 , 寻求 和平 计 画 的 各 方 已经 对 全面 的 和解 逐渐 达成 共识 .","quoting "" high-level "" egyptian sources , egypt's state news agency , the middle east news agency ( mena ) , said parties in the search for a peace plan have gradually reached an understanding that could lead to a comprehensive reconciliation .","the state-run middle east news agency in egypt cited "" senior "" egyptian figures as saying that all parties seeking a peace plan are gradually coming to a consensus regarding the overall reconciliation .",0.4514,1,"埃及 国营 的 中东 新闻 社 引述 "" 高 层 "" 埃及 人士 的 消息 表示 , 寻求 和平 计 画 的 各 方 已经 对 全面 的 和解 逐渐 达成 共识 . the state-run middle east news agency in egypt cited "" senior "" egyptian figures as saying that all parties seeking a peace plan are gradually coming to a consensus regarding the overall reconciliation .",0.28980325485429437,0.18477881119269376,0.11059204097669541
62,"中东 新闻 社 说 : "" 埃及 , 以色列 , 巴勒斯坦 和 重要 的 国际 团体 , 如 美国 以及 欧盟 , 已经 达成 重要 的 谅解 , 原则上 同意 全面 解决 以色列 和 巴勒斯坦 间 的 冲突 . """,""" an important understanding has been reached by egypt , israel , the palestinians and the significant international parties , such as the united states and the european union , agreeing in principle on a comprehensive solution to the israeli-palestinian conflict , "" mena said .","middle east news agency said , "" egypt , israel , palestine and the united states and international organizations , such as the european union , has an important understanding , agreed in principle to a comprehensive solution to the conflict between israel and palestine . "" ",0.7234,0,"中东 新闻 社 说 : "" 埃及 , 以色列 , 巴勒斯坦 和 重要 的 国际 团体 , 如 美国 以及 欧盟 , 已经 达成 重要 的 谅解 , 原则上 同意 全面 解决 以色列 和 巴勒斯坦 间 的 冲突 . "" middle east news agency said , "" egypt , israel , palestine and the united states and international organizations , such as the european union , has an important understanding , agreed in principle to a comprehensive solution to the conflict between israel and palestine . "" ",0.5625738722177983,0.4390745199468827,0.3239144457517969
63,"自从 上个月 巴勒斯坦 强人 阿拉法特 去 逝 后 , 国际 社会 重新 继续 恢复 中东 和平 政策 的 推动 , 以 期 早日 结束 以 巴 之间 多 年 的 流血 冲突 .","following the death last month of veteran palestinian leader arafat , the international community has revitalized its efforts to advance towards a final middle east peace policy in a bid to end at an early date years of bloody conflict between israel and palestine .","since the death of palestinian strongman arafat last month , the international community resumes the advancement of the middle east peace policy , hoping to end prolonged bloodshed between israel and palestine as soon as possible .",0.5008,1,"自从 上个月 巴勒斯坦 强人 阿拉法特 去 逝 后 , 国际 社会 重新 继续 恢复 中东 和平 政策 的 推动 , 以 期 早日 结束 以 巴 之间 多 年 的 流血 冲突 . since the death of palestinian strongman arafat last month , the international community resumes the advancement of the middle east peace policy , hoping to end prolonged bloodshed between israel and palestine as soon as possible .",0.3666915641624512,0.2677685404057011,0.19060359630287363
64,"中东 新闻 社 说 , 官员 预测 "" 准备 工作 将 会 进行 到 七月 , 然后 再 展开 政治 动作 "" .","mena said officials expect that "" preparations would take place until july , after which political action will begin "" .","the middle east news agency reported that officials expect "" the preparation work will continue until july and political action will be taken afterwards . """,0.4231,1,"中东 新闻 社 说 , 官员 预测 "" 准备 工作 将 会 进行 到 七月 , 然后 再 展开 政治 动作 "" . the middle east news agency reported that officials expect "" the preparation work will continue until july and political action will be taken afterwards . """,0.26017745423519634,0.14408151479866854,2.814609358727643e-78
65,"中东 新闻 社 表示 , 之后 , 关切 中东 和平 进程 的 各 方 , 以色列 和 巴勒斯坦 以及 埃及 , 美国 , 俄罗斯 和 几 个 欧洲 国家 将 在 华 府 举行 会议 .","mena said it will be followed by a conference in washington attended by all parties concerned with the peace process , notably israel and palestine , as well as egypt , the united states , russia and several european countries .","middle east news agency said , the concerned parties in the middle east peace process , israel and palestine and egypt , u.s. , russia and several european countries will meet in washington . ",0.5822,0,"中东 新闻 社 表示 , 之后 , 关切 中东 和平 进程 的 各 方 , 以色列 和 巴勒斯坦 以及 埃及 , 美国 , 俄罗斯 和 几 个 欧洲 国家 将 在 华 府 举行 会议 . middle east news agency said , the concerned parties in the middle east peace process , israel and palestine and egypt , u.s. , russia and several european countries will meet in washington . ",0.4144501303574829,0.3005376274105589,0.21350745593447984
66,"预期 会议 内容 将 包括 "" 双方 停火 "" , 巴勒斯坦 当局 将 "" 阻止 反 以色列 的 攻击 以及 强化 它 对 加 萨 走廊 和 约旦河 西岸 的 控制 . ""","topics of the meeting are expected to include a "" bilateral ceasefire "" and the palestinian authority "" putting a stop to anti-israeli attacks and consolidating its control over the situation in the gaza strip and the west bank . ""","it is expected that the agenda for the meeting will include a "" ceasefire on both sides , "" and palestinian authorities will "" stop anti-israeli attacks and strengthen its control on the gaza strip and west bank . """,0.6340,1,"预期 会议 内容 将 包括 "" 双方 停火 "" , 巴勒斯坦 当局 将 "" 阻止 反 以色列 的 攻击 以及 强化 它 对 加 萨 走廊 和 约旦河 西岸 的 控制 . "" it is expected that the agenda for the meeting will include a "" ceasefire on both sides , "" and palestinian authorities will "" stop anti-israeli attacks and strengthen its control on the gaza strip and west bank . """,0.45398205762102684,0.3201955982357604,0.2022505190161819
67,"关于 这 一点 , 中东 新闻 社 说 , 以色列 总理 夏 隆 承诺 "" 只要 巴勒斯坦 当局 尊重 停火 协议 , 控制 好 它们 的 地方 , 以色列 将 会 停止 对 巴勒斯坦 人 的 军事 行动 "" .","for this point , mena said israeli prime minister sharon has promised to "" stop israeli military operations against the palestinians insofar as they continue to respect the ceasefire deal and control their territory . ""","in regards to this , the middle east news agency reported that israeli prime minister sharon promised , "" as long as palestinian authorities honor the armistice agreement and have control over their territories , israel will stop its military action on the palestinians . """,0.4348,1,"关于 这 一点 , 中东 新闻 社 说 , 以色列 总理 夏 隆 承诺 "" 只要 巴勒斯坦 当局 尊重 停火 协议 , 控制 好 它们 的 地方 , 以色列 将 会 停止 对 巴勒斯坦 人 的 军事 行动 "" . in regards to this , the middle east news agency reported that israeli prime minister sharon promised , "" as long as palestinian authorities honor the armistice agreement and have control over their territories , israel will stop its military action on the palestinians . """,0.21979349113192895,0.13265703961727204,0.08453462482287113
68,全球 逾 十亿 儿童 饱 受 战争 贫困 爱滋病 蹂躏,"one billion children suffer from war , poverty and aids","over 1 billion children worldwide suffer from war , poverty , and hiv / aids",0.6000,1,"全球 逾 十亿 儿童 饱 受 战争 贫困 爱滋病 蹂躏 over 1 billion children worldwide suffer from war , poverty , and hiv / aids",0.46291004988627577,0.37074599657031837,0.3013040489278569
69,"联合国 儿童 基金 会 ( UNICEF ) 今天 发表 的 年度 报告 指出 , 占 全球 儿童 人口 半数 的 逾 十亿 儿童 饱 受 贫困 , 战争 以及 爱滋病 肆虐 的 蹂躏 .","the united nations children's fund ( unicef ) pointed out today in its annual report that more than 1 billion children , half of the world's population of children , suffer from poverty , war and the scourge of aids .","an annual report published by unicef today shows that over 1 billion children , half of the world's children , suffer from poverty , war , and hiv / aids .",0.5374,1,"联合国 儿童 基金 会 ( UNICEF ) 今天 发表 的 年度 报告 指出 , 占 全球 儿童 人口 半数 的 逾 十亿 儿童 饱 受 贫困 , 战争 以及 爱滋病 肆虐 的 蹂躏 . an annual report published by unicef today shows that over 1 billion children , half of the world's children , suffer from poverty , war , and hiv / aids .",0.44113658730053296,0.37918764729086085,0.33400951113892113
70,"联合国 儿童 基金 会 表示 , 一九八九年 儿童 权利 公约 明 定 的 儿童 拥有 健康 和 受 保障 生长 环境 的 权利 , 经常 遭到 危害 , 部 分 原因 在于 各国 政府 未能 落实 人权 和 经济 改革 .","unicef says the rights of children to a healthy and protected upbringing , as laid out in the 1989 convention on the rights of the child , are regularly imperiled , due in part to the failure of governments to carry out human rights and economic reforms .","unicef pointed out that the rights of children to have a healthy and protected upbringing stated clearly in the 1989 convention on the rights of the child are frequently denied , partly because of governments ' failure to implement human rights and economic reforms .",0.7068,1,"联合国 儿童 基金 会 表示 , 一九八九年 儿童 权利 公约 明 定 的 儿童 拥有 健康 和 受 保障 生长 环境 的 权利 , 经常 遭到 危害 , 部 分 原因 在于 各国 政府 未能 落实 人权 和 经济 改革 . unicef pointed out that the rights of children to have a healthy and protected upbringing stated clearly in the 1989 convention on the rights of the child are frequently denied , partly because of governments ' failure to implement human rights and economic reforms .",0.5879194335530041,0.5165365846008413,0.45326597973657995
71,"联合国 儿童 基金 会 执行委员会 主席 贝勒 米 女士 在 伦敦 发表 年度 报告 时 指出 , "" 当 全球 有 半数 儿童 在 饥饿 和 不 健康 环境 下 成长 , 当 学校 成为 遭 攻击 目标 以及 整 座 村庄 被 爱滋病 毁灭 时 , 我们 已 无法 兑现 对 儿童 许 下 的 承诺 . ""","unicef executive director bellamy pointed out during the release of the report in london that "" when half the world's children are growing up hungry and unhealthy , when schools have become targets of attacks and whole villages are being emptied by aids , we ' ve failed to deliver on the promise of childhood "" .","during the launch of the annual report in london , unicef executive director bellamy pointed out , "" when half the world's children are growing up hungry and unhealthy , when schools have become targets and whole villages are being emptied by aids , we ' ve failed to deliver on the promise of childhood . """,0.9298,1,"联合国 儿童 基金 会 执行委员会 主席 贝勒 米 女士 在 伦敦 发表 年度 报告 时 指出 , "" 当 全球 有 半数 儿童 在 饥饿 和 不 健康 环境 下 成长 , 当 学校 成为 遭 攻击 目标 以及 整 座 村庄 被 爱滋病 毁灭 时 , 我们 已 无法 兑现 对 儿童 许 下 的 承诺 . "" during the launch of the annual report in london , unicef executive director bellamy pointed out , "" when half the world's children are growing up hungry and unhealthy , when schools have become targets and whole villages are being emptied by aids , we ' ve failed to deliver on the promise of childhood . """,0.864396003651,0.81089019295045,0.7655092197590802
72,"贝勒 米 又 说 : "" 太 多 国家 的 政府 正 作出 实际上 会 伤害 儿童 的 蓄 意 抉择 . """,""" too many governments are making deliberate choices that actually hurt childhood , "" bellamy added .","bellamy added , "" too many governments are making deliberate choices that actually will hurt childhood . """,0.9444,1,"贝勒 米 又 说 : "" 太 多 国家 的 政府 正 作出 实际上 会 伤害 儿童 的 蓄 意 抉择 . "" bellamy added , "" too many governments are making deliberate choices that actually will hurt childhood . """,0.816496580927726,0.6959050465952277,0.628016973395869
73,"联合国 儿童 基金 会 与 英国 伦敦 经济 学院 及 布 里 斯托 大学 的 研究 人员 合作 编纂 的 统计 数字 , 揭露 儿童 在 全球 大部 分 地区 身 陷 险境 的 恐怖 景象 .",unicef has joined hands with researchers from britain's london school of economics and bristol university to compile statistics which paint a terrible portrait of children at risk in most part of the world .,"data compiled jointly by researchers at unicef , the london school of economics , and bristol university reveals a gruesome picture of children in dangerous situations in most parts of the world .",0.5586,1,"联合国 儿童 基金 会 与 英国 伦敦 经济 学院 及 布 里 斯托 大学 的 研究 人员 合作 编纂 的 统计 数字 , 揭露 儿童 在 全球 大部 分 地区 身 陷 险境 的 恐怖 景象 . data compiled jointly by researchers at unicef , the london school of economics , and bristol university reveals a gruesome picture of children in dangerous situations in most parts of the world .",0.4115137988588576,0.3016684549144267,0.20346571771300698
74,"研究 人员 发现 , 全球 约 有 六 亿 四 千万 儿童 缺乏 适当 栖身 处所 , 四 亿 儿童 无法 获得 安全 饮用水 , 二亿 七 千万 儿童 无法 享受 保健 服务 , 一亿 四 千万 儿童 ( 绝 大部 分 为 女 童 ) 从未 上 过 学 .","researchers have found that around 640 million children lack adequate shelter , 400 million have no access to safe water , 270 million have no access to health care services and 140 million ( mostly girls ) have never been to school in the world .","researchers discovered that about 640 million children worldwide lack proper shelter , 400 million children do not have access to safe drinking water , 270 million children do not have health care services , and 140 million children ( mostly girls ) have never attended school .",0.7021,1,"研究 人员 发现 , 全球 约 有 六 亿 四 千万 儿童 缺乏 适当 栖身 处所 , 四 亿 儿童 无法 获得 安全 饮用水 , 二亿 七 千万 儿童 无法 享受 保健 服务 , 一亿 四 千万 儿童 ( 绝 大部 分 为 女 童 ) 从未 上 过 学 . researchers discovered that about 640 million children worldwide lack proper shelter , 400 million children do not have access to safe drinking water , 270 million children do not have health care services , and 140 million children ( mostly girls ) have never attended school .",0.5385250696985258,0.429700236339433,0.30617834966976054
75,"研究 人员 指出 , 更 严重 的 是 , 至少 有 七 亿 儿童 因 各种 形式 的 "" 严重 剥削 "" 而 受苦 , 包括 无法 接触 资讯 和 享受 公共 卫生 设施 等 .","researchers point out that even worse is that at least 700 million children suffer from various forms of "" severe deprivation "" , which also includes a lack of access to information and public sanitation facilities .","researchers noted that more serious is that at least seven million children from various forms of "" serious exploitation "" and suffering , including access to information and access to sanitation facilities . ",0.5906,0,"研究 人员 指出 , 更 严重 的 是 , 至少 有 七 亿 儿童 因 各种 形式 的 "" 严重 剥削 "" 而 受苦 , 包括 无法 接触 资讯 和 享受 公共 卫生 设施 等 . researchers noted that more serious is that at least seven million children from various forms of "" serious exploitation "" and suffering , including access to information and access to sanitation facilities . ",0.462238895485852,0.3690653301542781,0.27569746271638657
76,"联合国 儿童 基金 会 今天 公布 的 第 十 份 年度 报告 指出 , 战争 和 爱滋病 已 摧毁 通常 能 保护 儿童 的 各种 网络 , 且 儿童 不时 成为 战争 和 爱滋病 的 直接 牺牲者 .",the 10th annual unicef report released today points out that war and aids have destroyed networks that normally protect children and at times turned them into direct victims of war and aids .,"the 10th annual report released by unicef today indicates that wars and hiv / aids have destroyed all the networks that are usually able to protect children . moreover , children are often the direct victims of wars and hiv / aids .",0.5116,1,"联合国 儿童 基金 会 今天 公布 的 第 十 份 年度 报告 指出 , 战争 和 爱滋病 已 摧毁 通常 能 保护 儿童 的 各种 网络 , 且 儿童 不时 成为 战争 和 爱滋病 的 直接 牺牲者 . the 10th annual report released by unicef today indicates that wars and hiv / aids have destroyed all the networks that are usually able to protect children . moreover , children are often the direct victims of wars and hiv / aids .",0.3490217304521256,0.2106269649734865,3.7527245733142837e-78
77,中国 为 解除 武器 禁运 施 压 欧盟 抗拒,eu resists chinese pressure to lift arms embargo,eu resists chinese pressure to lift arms embargo,1.0000,1,中国 为 解除 武器 禁运 施 压 欧盟 抗拒 eu resists chinese pressure to lift arms embargo,1.0,1.0,1.0
78,"欧洲 联盟 今天 拒绝 了 来自 中国 总理 温 家宝 , 希望 尽快 终结 对 中国 武器 禁运 的 压力 , 不过 也 表示 , 会 致力 朝 解除 这 项 十五 年 禁运 的 方向 迈进 .","the european union today rebuffed pressure for a quick end to the arms embargo on china from chinese premier wen jiabao , but said it was working towards lifting the 15 year-old ban .","the european union today rejected pressure from chinese premier wen jiabao for a quick end of the arms embargo on china . however , it also indicated that it would strive toward lifting this 15 year-old embargo .",0.6579,1,"欧洲 联盟 今天 拒绝 了 来自 中国 总理 温 家宝 , 希望 尽快 终结 对 中国 武器 禁运 的 压力 , 不过 也 表示 , 会 致力 朝 解除 这 项 十五 年 禁运 的 方向 迈进 . the european union today rejected pressure from chinese premier wen jiabao for a quick end of the arms embargo on china . however , it also indicated that it would strive toward lifting this 15 year-old embargo .",0.5164436876403431,0.42365792742276237,0.33570411368133624
79,"欧盟 轮 值 主席 荷兰 在 中国 丨 欧盟 高峰 会 后 , 作 以上 表示 .",the eu dutch presidency made the remarks following a china-eu summit .,"the netherlands , the eu rotating presidency , made the above statement after the sino-eu summit .",0.4118,1,"欧盟 轮 值 主席 荷兰 在 中国 丨 欧盟 高峰 会 后 , 作 以上 表示 . the netherlands , the eu rotating presidency , made the above statement after the sino-eu summit .",0.27785946511310566,1.2809975269062951e-102,7.862937314782608e-155
80,"荷兰 说 , 欧盟 如何 为 这 项 禁运 画 下 休止符 , 不 须 妄 加 揣 测 .",the netherlands says it cannot speculate how the eu will end the embargo .,the netherlands stated that how eu will end this embargo should not be wildly speculated .,0.5000,1,"荷兰 说 , 欧盟 如何 为 这 项 禁运 画 下 休止符 , 不 须 妄 加 揣 测 . the netherlands stated that how eu will end this embargo should not be wildly speculated .",0.316227766016838,0.19578424841096842,3.550619214218512e-78
81,"欧盟 是 在 一九八九年 天安门 屠杀 事件 发生 后 , 对 北京 施加 武器 禁运 制裁 .",the eu imposed the arms ban on beijing after the 1989 tiananmen square massacre .,the eu imposed the arms embargo on beijing after the 1989 tiananmen square massacre .,0.9333,1,"欧盟 是 在 一九八九年 天安门 屠杀 事件 发生 后 , 对 北京 施加 武器 禁运 制裁 . the eu imposed the arms embargo on beijing after the 1989 tiananmen square massacre .",0.8944271909999159,0.8519584003646229,0.8003203203844999
82,"武器 禁运 问题 虽 给 这 次 中国 丨 欧盟 高峰 会议 蒙 上 阴影 , 可是 双方 依旧 在 会 中 签署 了 若干 贸易 和 其他 方面 的 协议 .","although the arms embargo overshadowed the china-eu summit , the two sides have signed several trade and other agreements .","although the arms embargo to the chinese 丨 shadow on the eu summit , but still in the two sides signed several trade and other agreements . ",0.6296,0,"武器 禁运 问题 虽 给 这 次 中国 丨 欧盟 高峰 会议 蒙 上 阴影 , 可是 双方 依旧 在 会 中 签署 了 若干 贸易 和 其他 方面 的 协议 . although the arms embargo to the chinese 丨 shadow on the eu summit , but still in the two sides signed several trade and other agreements . ",0.5194624816493197,0.4398901664375341,0.3589746259568354
83,"中国 与 欧盟 都 声称 , 这些 协议 加强 了 彼此间 的 "" 战略 伙 伴 关系 "" .","both china and the eu claim that such deals have strengthened their "" strategic partnership "" .","china and eu have claimed that they strengthened their "" strategic partnership "" . ",0.6918,0,"中国 与 欧盟 都 声称 , 这些 协议 加强 了 彼此间 的 "" 战略 伙 伴 关系 "" . china and eu have claimed that they strengthened their "" strategic partnership "" . ",0.5535082071169853,0.47188118503261683,0.41647162384268704
84,"欧盟 在 与 中国 总理 温 家宝 举行 峰 会 后 发布 的 联合声明 中 说 : "" 欧盟 方面 证实 其 继续 朝 解除 禁运 致力 的 政治 意愿 . """,""" the eu side has confirmed its political will to continue to work towards lifting the embargo , "" said the eu in a joint statement made after the summit with chinese premier wen jiabao .","in a joint declaration released after the summit with chinese premier wen jiabao , the eu stated , "" the eu side confirmed its political will to continue to work toward lifting the embargo . """,0.8611,1,"欧盟 在 与 中国 总理 温 家宝 举行 峰 会 后 发布 的 联合声明 中 说 : "" 欧盟 方面 证实 其 继续 朝 解除 禁运 致力 的 政治 意愿 . "" in a joint declaration released after the summit with chinese premier wen jiabao , the eu stated , "" the eu side confirmed its political will to continue to work toward lifting the embargo . """,0.7522453162851969,0.6462027719210572,0.5458328871130792
85,"声明 指出 , 中国 代表团 "" 欢迎 这 项 正面 讯 息 , 并 认为 这 项 讯 息 有益 中国 与 欧盟 间 广泛 战略 伙 伴 关系 的 健全 发展 "" .","the statement points out that the chinese delegation "" welcomes the positive signal and considers it beneficial to the sound development of the comprehensive strategic partnership between china and the eu . ""","the declaration stated that the chinese delegate "" welcomed the positive sign and considered it beneficial to the sound development of the comprehensive strategic partnership between china and the eu . """,0.7875,1,"声明 指出 , 中国 代表团 "" 欢迎 这 项 正面 讯 息 , 并 认为 这 项 讯 息 有益 中国 与 欧盟 间 广泛 战略 伙 伴 关系 的 健全 发展 "" . the declaration stated that the chinese delegate "" welcomed the positive sign and considered it beneficial to the sound development of the comprehensive strategic partnership between china and the eu . """,0.7017366078504004,0.6493198490626167,0.6068151950434774
86,"温 家宝 在 峰 会 后 记者 会 上 并 不 隐藏 他 的 不 悦 之 色 , 他 表示 , 此 项 禁运 "" 未能 反映 中国 与 欧盟 间 的 伙 伴 关系 "" .","wen jiabao didn't hide his displeasure at a press conference following the summit . he said the ban "" does not reflect the partnership between china and the eu "" .","wen jiabao did not hide his displeasure at the press conference after the summit . he said that this embargo "" does not reflect the partnership between china and the eu . """,0.8182,1,"温 家宝 在 峰 会 后 记者 会 上 并 不 隐藏 他 的 不 悦 之 色 , 他 表示 , 此 项 禁运 "" 未能 反映 中国 与 欧盟 间 的 伙 伴 关系 "" . wen jiabao did not hide his displeasure at the press conference after the summit . he said that this embargo "" does not reflect the partnership between china and the eu . """,0.6969902829634389,0.6061812937749214,0.532565224962424
87,"温 家宝 说 : "" 这 项 禁运 是 冷战 的 结果 , 不能 反映 现在 的 情势 , 更 未 反映 中国 与 欧盟 间 的 伙 伴 关系 . """,""" the embargo is a result of the cold war and does not reflect the present situation nor the partnership between china and the eu , "" wen jiabao said .","wen jiabao stated , "" the embargo is a product of the cold war . it neither reflects the current situation nor the partnership between china and the eu . """,0.7742,1,"温 家宝 说 : "" 这 项 禁运 是 冷战 的 结果 , 不能 反映 现在 的 情势 , 更 未 反映 中国 与 欧盟 间 的 伙 伴 关系 . "" wen jiabao stated , "" the embargo is a product of the cold war . it neither reflects the current situation nor the partnership between china and the eu . """,0.662351626720547,0.569451777211262,0.491486094776888
88,"一些 欧盟 国家 在 法国 的 领衔 下 , 推动 解除 这 项 武器 禁运 , 声称 这 项 禁令 已经 过时 .","a group of eu countries led by france is pushing for the arms ban to be lifted , saying the ban is outdated .","some eu countries in the recent lifting of the arms embargo , claiming that this prohibition is outdated . ",0.4045,0,"一些 欧盟 国家 在 法国 的 领衔 下 , 推动 解除 这 项 武器 禁运 , 声称 这 项 禁令 已经 过时 . some eu countries in the recent lifting of the arms embargo , claiming that this prohibition is outdated . ",0.2656313325755393,0.15005566201097792,2.7652104144676946e-78
89,"在 未 增 修 加强 欧盟 相关 法律 的 情况 下 , 欧盟 有识之士 担心 , 解除 禁运 可能 会 打开 了 军 售 的 防洪 闸 , 而 助长 了 中国 的 军力 .","but some in the eu worry that without a strengthened set of eu rules , a lifting of the embargo could open the floodgates to arms sales which could improve china's military strength .","without the amendment and strengthening of eu's related laws , critics worry that the lifting of the embargo could open the floodgates for arms sales and boost china's military strength .",0.5857,1,"在 未 增 修 加强 欧盟 相关 法律 的 情况 下 , 欧盟 有识之士 担心 , 解除 禁运 可能 会 打开 了 军 售 的 防洪 闸 , 而 助长 了 中国 的 军力 . without the amendment and strengthening of eu's related laws , critics worry that the lifting of the embargo could open the floodgates for arms sales and boost china's military strength .",0.46114302947039276,0.37955104797848127,0.319025117337077
90,"荷兰 总理 巴 克 南 说 : "" 我 解释 了 欧盟 有 意愿 解除 这 项 禁运 , 不过 我 也 指明 , 解除 禁令 跟 调整 武器 出口 行为 准则 有 着 相互 牵连 的 关系 . """,""" i have explained that the eu is willing to lift the embargo but i also must say that this is related to adjustments of the code of conduct on arms exports , "" said dutch prime minister balkenende .","dutch prime minister , said : "" i explained the eu will lift the embargo , but i also indicated that lifting the ban and adjustment of the code of conduct for arms exports with interlocking relationship . "" ",0.6498,0,"荷兰 总理 巴 克 南 说 : "" 我 解释 了 欧盟 有 意愿 解除 这 项 禁运 , 不过 我 也 指明 , 解除 禁令 跟 调整 武器 出口 行为 准则 有 着 相互 牵连 的 关系 . "" dutch prime minister , said : "" i explained the eu will lift the embargo , but i also indicated that lifting the ban and adjustment of the code of conduct for arms exports with interlocking relationship . "" ",0.4654746681256313,0.32830138839649026,0.20737051528120481
91,初步 研究 发现 : 叶酸 也许 会 导致 乳 癌 但 无 定论,preliminary research finds folic acid may be linked to breast cancer but link not confirmed,"preliminary findings : possible link of folic acid to breast cancer , but results inconclusive",0.5333,1,"初步 研究 发现 : 叶酸 也许 会 导致 乳 癌 但 无 定论 preliminary findings : possible link of folic acid to breast cancer , but results inconclusive",0.3380617018914066,0.2096698749823582,3.739798960152716e-78
92,"一 项 最 新 的 健康 研究报告 指出 , 孕妇 为 防 胎儿 畸形 而 普遍 服用 的 一种 维 他 命 B "" 叶酸 "" , 会 使 罹 患 乳 癌 的 机率 上升 .","a new health study points out that folic acid , a b vitamin widely taken by pregnant women to protect against birth defects , has been linked to an increased risk of breast cancer .",a recent health study suggests that a b vitamin ( folic acid ) commonly used by pregnant women to prevent birth defects may increase the chance of breast cancer .,0.5361,1,"一 项 最 新 的 健康 研究报告 指出 , 孕妇 为 防 胎儿 畸形 而 普遍 服用 的 一种 维 他 命 B "" 叶酸 "" , 会 使 罹 患 乳 癌 的 机率 上升 . a recent health study suggests that a b vitamin ( folic acid ) commonly used by pregnant women to prevent birth defects may increase the chance of breast cancer .",0.4148882191376619,0.2994487182533654,0.2009758600510636
93,"但 研究 人员 说 , 他们 的 研究 结果 可能 只是 出 于 偶然 , 因为 其他 的 研究 显示 , 叶酸 实际上 会 降低 罹 患 乳 癌 的 机率 , 因此 他们 吁请 孕妇 , 继续 服用 这 种 补品 .","but the researchers say their results could merely be the result of chance , as other studies have suggested that folic acid actually reduces the risk of breast cancer , so they urge pregnant women to continue taking the supplement .","nonetheless , researchers stated that their results might be a chance finding , because other research suggests that folic acid will in fact lower the risk of breast cancer . thus , they advised pregnant women to continue taking this supplement .",0.5714,1,"但 研究 人员 说 , 他们 的 研究 结果 可能 只是 出 于 偶然 , 因为 其他 的 研究 显示 , 叶酸 实际上 会 降低 罹 患 乳 癌 的 机率 , 因此 他们 吁请 孕妇 , 继续 服用 这 种 补品 . nonetheless , researchers stated that their results might be a chance finding , because other research suggests that folic acid will in fact lower the risk of breast cancer . thus , they advised pregnant women to continue taking this supplement .",0.40895890595459816,0.31182514895882174,0.23407131414998159
94,"叶酸 会 自然 存在 于 深色 的 叶 类 蔬菜 中 , 医学 界 已知 , 这 是 胚胎 发育 的 重要 助 力 .","folic acid , found naturally in dark , leafy vegetables , is known to be a key aid in the growth of the fetus .","folic acid will persist in the dark and vegetables , the medical profession , which is known to the importance of embryos . ",0.5580,0,"叶酸 会 自然 存在 于 深色 的 叶 类 蔬菜 中 , 医学 界 已知 , 这 是 胚胎 发育 的 重要 助 力 . folic acid will persist in the dark and vegetables , the medical profession , which is known to the importance of embryos . ",0.3415732702607408,0.17496346440738453,3.227933468373364e-78
95,"英国 布 里 斯托 和 亚 伯 丁 两 所 大学 的 研究 人员 针对 三千 名 妇女 进行 追踪 , 这些 妇女 在 一 九 六 0 年代 怀孕 时 曾 服用 五 毫克 或 零点 二 毫克 的 叶酸 或 安慰 剂 , 而 当时 多半 是 她们 的 妊娠 第 二 期 和 第 三 期 .","researchers from the universities of bristol and aberdeen followed 3000 women who in the 1960 s were given supplements of either five milligrams or 0.2 milligrams of folate , or a placebo , mostly during the second and third trimesters of pregnancy .","researchers from the university of bristol and the university of aberdeen in britain followed 3000 women who had taken 5 mg or 0.2 mg dose of folic acid or a placebo , mostly during their second and third trimesters of pregnancies in the 1960 s .",0.6957,1,"英国 布 里 斯托 和 亚 伯 丁 两 所 大学 的 研究 人员 针对 三千 名 妇女 进行 追踪 , 这些 妇女 在 一 九 六 0 年代 怀孕 时 曾 服用 五 毫克 或 零点 二 毫克 的 叶酸 或 安慰 剂 , 而 当时 多半 是 她们 的 妊娠 第 二 期 和 第 三 期 . researchers from the university of bristol and the university of aberdeen in britain followed 3000 women who had taken 5 mg or 0.2 mg dose of folic acid or a placebo , mostly during their second and third trimesters of pregnancies in the 1960 s .",0.5560384374855327,0.4539741252076684,0.34920662325768026
