,Unnamed: 0,Unnamed: 0.1,source,ref,cand,qual,target,data,backTrans,backTransGram1,backTransGram2,backTransGram3,backTransGram4,2gramBleu,3gramBleu,4gramBleu
80,80,80.0,"荷兰 说 , 欧盟 如何 为 这 项 禁运 画 下 休止符 , 不 须 妄 加 揣 测 .",the netherlands says it cannot speculate how the eu will end the embargo .,the netherlands stated that how eu will end this embargo should not be wildly speculated .,0.5,1.0,"荷兰 说 , 欧盟 如何 为 这 项 禁运 画 下 休止符 , 不 须 妄 加 揣 测 . the netherlands stated that how eu will end this embargo should not be wildly speculated .",The Netherlands said it should not speculate how the EU will end the embargo.,0.37151909989293497,0.22259369575434812,1.0541146439794035e-102,6.5525087774089644e-155,0.316227766016838,0.19578424841096842,3.550619214218512e-78
81,81,81.0,"欧盟 是 在 一九八九年 天安门 屠杀 事件 发生 后 , 对 北京 施加 武器 禁运 制裁 .",the eu imposed the arms ban on beijing after the 1989 tiananmen square massacre .,the eu imposed the arms embargo on beijing after the 1989 tiananmen square massacre .,0.9333,1.0,"欧盟 是 在 一九八九年 天安门 屠杀 事件 发生 后 , 对 北京 施加 武器 禁运 制裁 . the eu imposed the arms embargo on beijing after the 1989 tiananmen square massacre .","After the Tiananmen Square massacre in 1989, the European Union imposed an arms embargo on Beijing.",0.4375,0.24152294576982403,0.1638816357928718,3.103010873451748e-78,0.8944271909999159,0.8519584003646229,0.8003203203844999
82,82,82.0,"武器 禁运 问题 虽 给 这 次 中国 丨 欧盟 高峰 会议 蒙 上 阴影 , 可是 双方 依旧 在 会 中 签署 了 若干 贸易 和 其他 方面 的 协议 .","although the arms embargo overshadowed the china-eu summit , the two sides have signed several trade and other agreements .","although the arms embargo to the chinese 丨 shadow on the eu summit , but still in the two sides signed several trade and other agreements . ",0.6296,0.0,"武器 禁运 问题 虽 给 这 次 中国 丨 欧盟 高峰 会议 蒙 上 阴影 , 可是 双方 依旧 在 会 中 签署 了 若干 贸易 和 其他 方面 的 协议 . although the arms embargo to the chinese 丨 shadow on the eu summit , but still in the two sides signed several trade and other agreements . ","Although the arms embargo casts a shadow over the China-EU summit, the two sides still signed several trade agreements.",0.3932866514827895,0.2857161282761634,0.21007508117469784,3.3389687157969245e-78,0.5194624816493197,0.4398901664375341,0.3589746259568354
83,83,83.0,"中国 与 欧盟 都 声称 , 这些 协议 加强 了 彼此间 的 "" 战略 伙 伴 关系 "" .","both china and the eu claim that such deals have strengthened their "" strategic partnership "" .","china and eu have claimed that they strengthened their "" strategic partnership "" . ",0.6918,0.0,"中国 与 欧盟 都 声称 , 这些 协议 加强 了 彼此间 的 "" 战略 伙 伴 关系 "" . china and eu have claimed that they strengthened their "" strategic partnership "" . ","China and the European Union claim that they have strengthened a ""strategic partnership.""",0.3297707381386313,0.15349992489262387,8.217469686093385e-103,5.411517055137399e-155,0.5535082071169853,0.47188118503261683,0.41647162384268704
84,84,84.0,"欧盟 在 与 中国 总理 温 家宝 举行 峰 会 后 发布 的 联合声明 中 说 : "" 欧盟 方面 证实 其 继续 朝 解除 禁运 致力 的 政治 意愿 . """,""" the eu side has confirmed its political will to continue to work towards lifting the embargo , "" said the eu in a joint statement made after the summit with chinese premier wen jiabao .","in a joint declaration released after the summit with chinese premier wen jiabao , the eu stated , "" the eu side confirmed its political will to continue to work toward lifting the embargo . """,0.8611,1.0,"欧盟 在 与 中国 总理 温 家宝 举行 峰 会 后 发布 的 联合声明 中 说 : "" 欧盟 方面 证实 其 继续 朝 解除 禁运 致力 的 政治 意愿 . "" in a joint declaration released after the summit with chinese premier wen jiabao , the eu stated , "" the eu side confirmed its political will to continue to work toward lifting the embargo . ""","The EU stated in a joint statement issued after the summit meeting with Chinese Premier Wen Jiabao: ""The EU confirms its political will to continue its efforts to lift the blockade.",0.4117959472593028,0.3057043733210903,0.24241065398161735,0.16991748447446142,0.7522453162851969,0.6462027719210572,0.5458328871130792
85,85,85.0,"声明 指出 , 中国 代表团 "" 欢迎 这 项 正面 讯 息 , 并 认为 这 项 讯 息 有益 中国 与 欧盟 间 广泛 战略 伙 伴 关系 的 健全 发展 "" .","the statement points out that the chinese delegation "" welcomes the positive signal and considers it beneficial to the sound development of the comprehensive strategic partnership between china and the eu . ""","the declaration stated that the chinese delegate "" welcomed the positive sign and considered it beneficial to the sound development of the comprehensive strategic partnership between china and the eu . """,0.7875,1.0,"声明 指出 , 中国 代表团 "" 欢迎 这 项 正面 讯 息 , 并 认为 这 项 讯 息 有益 中国 与 欧盟 间 广泛 战略 伙 伴 关系 的 健全 发展 "" . the declaration stated that the chinese delegate "" welcomed the positive sign and considered it beneficial to the sound development of the comprehensive strategic partnership between china and the eu . """,The declaration stated that the representative of China “welcomes the positive signals and believes that this is conducive to the healthy development of China-EU comprehensive strategic partnership.”,0.4000872247672887,0.29917633389951015,0.1839870279767305,0.11980387140845472,0.7017366078504004,0.6493198490626167,0.6068151950434774
86,86,86.0,"温 家宝 在 峰 会 后 记者 会 上 并 不 隐藏 他 的 不 悦 之 色 , 他 表示 , 此 项 禁运 "" 未能 反映 中国 与 欧盟 间 的 伙 伴 关系 "" .","wen jiabao didn't hide his displeasure at a press conference following the summit . he said the ban "" does not reflect the partnership between china and the eu "" .","wen jiabao did not hide his displeasure at the press conference after the summit . he said that this embargo "" does not reflect the partnership between china and the eu . """,0.8182,1.0,"温 家宝 在 峰 会 后 记者 会 上 并 不 隐藏 他 的 不 悦 之 色 , 他 表示 , 此 项 禁运 "" 未能 反映 中国 与 欧盟 间 的 伙 伴 关系 "" . wen jiabao did not hide his displeasure at the press conference after the summit . he said that this embargo "" does not reflect the partnership between china and the eu . ""","Wen Jiabao did not hide his dissatisfaction in the press conference after the summit.He said the embargo ""does not reflect the cooperative relationship between China and the EU.""",0.5078533294278826,0.3966532133135615,0.3150881521580414,0.23497355229379474,0.6969902829634389,0.6061812937749214,0.532565224962424
87,87,87.0,"温 家宝 说 : "" 这 项 禁运 是 冷战 的 结果 , 不能 反映 现在 的 情势 , 更 未 反映 中国 与 欧盟 间 的 伙 伴 关系 . """,""" the embargo is a result of the cold war and does not reflect the present situation nor the partnership between china and the eu , "" wen jiabao said .","wen jiabao stated , "" the embargo is a product of the cold war . it neither reflects the current situation nor the partnership between china and the eu . """,0.7742,1.0,"温 家宝 说 : "" 这 项 禁运 是 冷战 的 结果 , 不能 反映 现在 的 情势 , 更 未 反映 中国 与 欧盟 间 的 伙 伴 关系 . "" wen jiabao stated , "" the embargo is a product of the cold war . it neither reflects the current situation nor the partnership between china and the eu . """,Wen Jiabao said: “The embargo is a product of the Cold War. It neither reflects the current situation nor the cooperative relationship between China and Europe.”,0.47599209633492456,0.41568765219787607,0.3796823795101286,0.34038847348749074,0.662351626720547,0.569451777211262,0.491486094776888
88,88,88.0,"一些 欧盟 国家 在 法国 的 领衔 下 , 推动 解除 这 项 武器 禁运 , 声称 这 项 禁令 已经 过时 .","a group of eu countries led by france is pushing for the arms ban to be lifted , saying the ban is outdated .","some eu countries in the recent lifting of the arms embargo , claiming that this prohibition is outdated . ",0.4045,0.0,"一些 欧盟 国家 在 法国 的 领衔 下 , 推动 解除 这 项 武器 禁运 , 声称 这 项 禁令 已经 过时 . some eu countries in the recent lifting of the arms embargo , claiming that this prohibition is outdated . ",Some EU countries claimed that the ban is outdated in the recent lifting of the arms embargo.,0.5423798680384118,0.4459854679982605,0.38463073448541224,0.33965884450200445,0.2656313325755393,0.15005566201097792,2.7652104144676946e-78
89,89,89.0,"在 未 增 修 加强 欧盟 相关 法律 的 情况 下 , 欧盟 有识之士 担心 , 解除 禁运 可能 会 打开 了 军 售 的 防洪 闸 , 而 助长 了 中国 的 军力 .","but some in the eu worry that without a strengthened set of eu rules , a lifting of the embargo could open the floodgates to arms sales which could improve china's military strength .","without the amendment and strengthening of eu's related laws , critics worry that the lifting of the embargo could open the floodgates for arms sales and boost china's military strength .",0.5857,1.0,"在 未 增 修 加强 欧盟 相关 法律 的 情况 下 , 欧盟 有识之士 担心 , 解除 禁运 可能 会 打开 了 军 售 的 防洪 闸 , 而 助长 了 中国 的 军力 . without the amendment and strengthening of eu's related laws , critics worry that the lifting of the embargo could open the floodgates for arms sales and boost china's military strength .","Critics worry that if the relevant EU laws are not amended and strengthened, lifting the embargo may open the floodgates of arms sales and strengthen China's military strength.",0.5133698979131834,0.32014237844570786,0.19503136327180276,3.4494994300714285e-78,0.46114302947039276,0.37955104797848127,0.319025117337077
90,90,90.0,"荷兰 总理 巴 克 南 说 : "" 我 解释 了 欧盟 有 意愿 解除 这 项 禁运 , 不过 我 也 指明 , 解除 禁令 跟 调整 武器 出口 行为 准则 有 着 相互 牵连 的 关系 . """,""" i have explained that the eu is willing to lift the embargo but i also must say that this is related to adjustments of the code of conduct on arms exports , "" said dutch prime minister balkenende .","dutch prime minister , said : "" i explained the eu will lift the embargo , but i also indicated that lifting the ban and adjustment of the code of conduct for arms exports with interlocking relationship . "" ",0.6498,0.0,"荷兰 总理 巴 克 南 说 : "" 我 解释 了 欧盟 有 意愿 解除 这 项 禁运 , 不过 我 也 指明 , 解除 禁令 跟 调整 武器 出口 行为 准则 有 着 相互 牵连 的 关系 . "" dutch prime minister , said : "" i explained the eu will lift the embargo , but i also indicated that lifting the ban and adjustment of the code of conduct for arms exports with interlocking relationship . "" ","The Dutch Prime Minister said: ""I explained that the EU will lift the embargo, but I also expressed the lifting of the ban on the export of interlocking arms and the adjustment of the code of conduct.""",0.4735205275208945,0.29138060584839093,0.21072153620375253,0.14842584987184743,0.4654746681256313,0.32830138839649026,0.20737051528120481
91,91,91.0,初步 研究 发现 : 叶酸 也许 会 导致 乳 癌 但 无 定论,preliminary research finds folic acid may be linked to breast cancer but link not confirmed,"preliminary findings : possible link of folic acid to breast cancer , but results inconclusive",0.5333,1.0,"初步 研究 发现 : 叶酸 也许 会 导致 乳 癌 但 无 定论 preliminary findings : possible link of folic acid to breast cancer , but results inconclusive","Preliminary findings: Folic acid may be related to breast cancer, but the results are inconclusive",0.4,0.1690308509457033,9.227439528016988e-103,6.13274920178966e-155,0.3380617018914066,0.2096698749823582,3.739798960152716e-78
92,92,92.0,"一 项 最 新 的 健康 研究报告 指出 , 孕妇 为 防 胎儿 畸形 而 普遍 服用 的 一种 维 他 命 B "" 叶酸 "" , 会 使 罹 患 乳 癌 的 机率 上升 .","a new health study points out that folic acid , a b vitamin widely taken by pregnant women to protect against birth defects , has been linked to an increased risk of breast cancer .",a recent health study suggests that a b vitamin ( folic acid ) commonly used by pregnant women to prevent birth defects may increase the chance of breast cancer .,0.5361,1.0,"一 项 最 新 的 健康 研究报告 指出 , 孕妇 为 防 胎儿 畸形 而 普遍 服用 的 一种 维 他 命 B "" 叶酸 "" , 会 使 罹 患 乳 癌 的 机率 上升 . a recent health study suggests that a b vitamin ( folic acid ) commonly used by pregnant women to prevent birth defects may increase the chance of breast cancer .",A recent health study showed that the b vitamins (folate) that pregnant women usually use to prevent birth defects may increase the chance of breast cancer.,0.5606102548356732,0.4803345981880414,0.42318701190057795,0.37300532769380845,0.4148882191376619,0.2994487182533654,0.2009758600510636
93,93,93.0,"但 研究 人员 说 , 他们 的 研究 结果 可能 只是 出 于 偶然 , 因为 其他 的 研究 显示 , 叶酸 实际上 会 降低 罹 患 乳 癌 的 机率 , 因此 他们 吁请 孕妇 , 继续 服用 这 种 补品 .","but the researchers say their results could merely be the result of chance , as other studies have suggested that folic acid actually reduces the risk of breast cancer , so they urge pregnant women to continue taking the supplement .","nonetheless , researchers stated that their results might be a chance finding , because other research suggests that folic acid will in fact lower the risk of breast cancer . thus , they advised pregnant women to continue taking this supplement .",0.5714,1.0,"但 研究 人员 说 , 他们 的 研究 结果 可能 只是 出 于 偶然 , 因为 其他 的 研究 显示 , 叶酸 实际上 会 降低 罹 患 乳 癌 的 机率 , 因此 他们 吁请 孕妇 , 继续 服用 这 种 补品 . nonetheless , researchers stated that their results might be a chance finding , because other research suggests that folic acid will in fact lower the risk of breast cancer . thus , they advised pregnant women to continue taking this supplement .","Nonetheless, the researchers said their results may be an accidental discovery, because other studies have shown that folic acid actually reduces the risk of breast cancer.Therefore, they recommend that pregnant women continue to take this supplement.",0.47026762493923,0.30164234273391555,0.19227236672627457,0.11490450209186519,0.40895890595459816,0.31182514895882174,0.23407131414998159
94,94,94.0,"叶酸 会 自然 存在 于 深色 的 叶 类 蔬菜 中 , 医学 界 已知 , 这 是 胚胎 发育 的 重要 助 力 .","folic acid , found naturally in dark , leafy vegetables , is known to be a key aid in the growth of the fetus .","folic acid will persist in the dark and vegetables , the medical profession , which is known to the importance of embryos . ",0.5579999999999999,0.0,"叶酸 会 自然 存在 于 深色 的 叶 类 蔬菜 中 , 医学 界 已知 , 这 是 胚胎 发育 的 重要 助 力 . folic acid will persist in the dark and vegetables , the medical profession , which is known to the importance of embryos . ","Folic acid will continue to exist in the dark and vegetable medical world, which is known to be an important embryo.",0.4540788998691428,0.3711749413198613,0.29615475737310243,0.22183714130295862,0.3415732702607408,0.17496346440738453,3.227933468373364e-78
95,95,95.0,"英国 布 里 斯托 和 亚 伯 丁 两 所 大学 的 研究 人员 针对 三千 名 妇女 进行 追踪 , 这些 妇女 在 一 九 六 0 年代 怀孕 时 曾 服用 五 毫克 或 零点 二 毫克 的 叶酸 或 安慰 剂 , 而 当时 多半 是 她们 的 妊娠 第 二 期 和 第 三 期 .","researchers from the universities of bristol and aberdeen followed 3000 women who in the 1960 s were given supplements of either five milligrams or 0.2 milligrams of folate , or a placebo , mostly during the second and third trimesters of pregnancy .","researchers from the university of bristol and the university of aberdeen in britain followed 3000 women who had taken 5 mg or 0.2 mg dose of folic acid or a placebo , mostly during their second and third trimesters of pregnancies in the 1960 s .",0.6957,1.0,"英国 布 里 斯托 和 亚 伯 丁 两 所 大学 的 研究 人员 针对 三千 名 妇女 进行 追踪 , 这些 妇女 在 一 九 六 0 年代 怀孕 时 曾 服用 五 毫克 或 零点 二 毫克 的 叶酸 或 安慰 剂 , 而 当时 多半 是 她们 的 妊娠 第 二 期 和 第 三 期 . researchers from the university of bristol and the university of aberdeen in britain followed 3000 women who had taken 5 mg or 0.2 mg dose of folic acid or a placebo , mostly during their second and third trimesters of pregnancies in the 1960 s .","Researchers at the University of Bristol and the University of Aberdeen in the UK tracked 3,000 women who took 5 mg or 0.2 mg of folic acid or a placebo, mainly in the middle and middle stages of pregnancy in the 1960s.",0.4762248034116116,0.3408236555353985,0.2543998602966618,0.19604502976890725,0.5560384374855327,0.4539741252076684,0.34920662325768026
96,96,96.0,"刊登 在 英国 医学 杂志 上 的 这 项 报告 指出 , 结果 迄 二 00 二 年 九月 为止 , 曾 服用 五 毫克 叶酸 的 妇女 , 其 罹 患 乳 癌 的 比例 为 仅 服 安慰 剂 者 的 两 倍 .","the study published in the british medical journal says that by september 2002 , breast cancer rates were twice as high for those who took the five-milligram supplement as for those who took the placebo .","this research , published in the british medical journal , showed that by september 2002 , those who had taken 5 mg doses of folic acid were twice as likely to have breast cancer as those who took only the placebo .",0.5952,1.0,"刊登 在 英国 医学 杂志 上 的 这 项 报告 指出 , 结果 迄 二 00 二 年 九月 为止 , 曾 服用 五 毫克 叶酸 的 妇女 , 其 罹 患 乳 癌 的 比例 为 仅 服 安慰 剂 者 的 两 倍 . this research , published in the british medical journal , showed that by september 2002 , those who had taken 5 mg doses of folic acid were twice as likely to have breast cancer as those who took only the placebo .","The study published in the British Medical Journal showed that by September 2002, people who took 5 mg of folic acid were twice as likely to develop breast cancer as those who took only a placebo.",0.5643211499270759,0.4956489462422102,0.43293052348926386,0.3680816253424254,0.496795772414547,0.39883899315007376,0.2982292918150253
97,97,97.0,"研究员 之一 奈 斯 强调 , 此 一 结果 仅 属 "" 初步 其 目的 在 指出 进一步 研究 之 路 "" .","one of the researchers , ness , has stressed the results were merely "" preliminary intended to point the way towards further research "" .","ness , one of the researchers , stressed that these results present "" preliminary findings that are intended to point the way toward further research . """,0.7407,1.0,"研究员 之一 奈 斯 强调 , 此 一 结果 仅 属 "" 初步 其 目的 在 指出 进一步 研究 之 路 "" . ness , one of the researchers , stressed that these results present "" preliminary findings that are intended to point the way toward further research . ""","One of the researchers, Nesness, emphasized that these results provide ""preliminary results, which are intended to point out the direction of further research.""",0.401916072671299,0.3035059672856115,0.2257709185176726,0.14682055811580436,0.5598127485064209,0.42577283317852715,0.33460805384999953
98,98,98.0,"他 说 : "" 这 完全 有 可能 是 一种 偶然 的 结果 , 因此 在 我们 获 致 任何 结论 之前 , 必须 做 进一步 的 科学 研究 来 检讨 其中 的 关联 性 , 如果 这 种 关联 性 存在 . """,""" it's entirely possible that this is a chance finding , so further scientific studies are required to examine the association , if there is one , before we reach any conclusions , "" he said .","he said : "" this is potentially a fortuitous outcome , so when we reach any conclusions , it must be further scientific study to review the relevance , if this correlation exists . "" ",0.5667,0.0,"他 说 : "" 这 完全 有 可能 是 一种 偶然 的 结果 , 因此 在 我们 获 致 任何 结论 之前 , 必须 做 进一步 的 科学 研究 来 检讨 其中 的 关联 性 , 如果 这 种 关联 性 存在 . "" he said : "" this is potentially a fortuitous outcome , so when we reach any conclusions , it must be further scientific study to review the relevance , if this correlation exists . "" ","He said: ""This may be an accidental result, so when we come to any conclusions, if there is a correlation, further scientific research must be conducted to examine the correlation.",0.35478332633379217,0.20016269932190495,0.10760159358764845,2.1493578425848249e-78,0.376688094231839,0.23340403049726333,0.1636811537133368
99,99,99.0,"奈 斯 说 , 计 画 怀孕 的 女性 仍 应 服用 叶酸 补品 .",ness says women planning to become pregnant should still take folic acid supplements .,ness said that women planning to become pregnant should continue to take folic acid supplements .,0.75,1.0,"奈 斯 说 , 计 画 怀孕 的 女性 仍 应 服用 叶酸 补品 . ness said that women planning to become pregnant should continue to take folic acid supplements .",Nass said women planning to become pregnant should continue to take folic acid supplements.,0.7430381997858699,0.7039030713782921,0.6871228660801546,0.6713129684423363,0.6708203932499369,0.6112519125164718,0.5423782837718303
100,100,100.0,"他 说 , 目前 的 剂量 建议 和 "" 实验 用 剂量 之间 存 有 相当 的 差距 "" .","he says there is a "" considerable difference between the trial "" and current dosage recommendations .","he claimed that the current recommended dosage and "" the experimental dosage are considerably different . """,0.4706,1.0,"他 说 , 目前 的 剂量 建议 和 "" 实验 用 剂量 之间 存 有 相当 的 差距 "" . he claimed that the current recommended dosage and "" the experimental dosage are considerably different . ""","He claimed that the current recommended dose is ""very different from the experimental dose.""",0.4612101411459368,0.37838263601491373,0.3098227744415063,0.2551692736378226,1.0232759063292797e-154,6.937753678725573e-204,1.5089282518441185e-231
101,101,101.0,"根据 英国 的 卫生 准则 , 希望 怀孕 和 处 在 妊娠 第 一 期 的 女性 应 每日 服用 零点 四 毫克 的 叶酸 , 较 上述 研究 中 妇女 所 服用 的 剂量 小 了 十 倍 以上 .","according to british health guidelines , women hoping to become pregnant and those in the first trimester of their pregnancy should take a 0.4 microgram daily supplement of folic acid c more than 10 times smaller than the doses given to women in the study .","according to the british health guidelines to the pregnant and lying-in women should be the first phase of 0.4 mg daily dose of folic acid , the study of women with small doses of more than 10 times . ",0.6214,0.0,"根据 英国 的 卫生 准则 , 希望 怀孕 和 处 在 妊娠 第 一 期 的 女性 应 每日 服用 零点 四 毫克 的 叶酸 , 较 上述 研究 中 妇女 所 服用 的 剂量 小 了 十 倍 以上 . according to the british health guidelines to the pregnant and lying-in women should be the first phase of 0.4 mg daily dose of folic acid , the study of women with small doses of more than 10 times . ","According to the British health guidelines, pregnant women and bedridden women should take 0.4 mg of folic acid per day in the first stage, which is more than 10 times that of low-dose women in this study.",0.4984426605483101,0.33897765738717356,0.21176199794000336,0.12527735552329314,0.3892143733984081,0.24250843330313204,0.13367217560675015
102,102,102.0,乌克兰 总统 重新 选举 两 候选人 心情 迥然不同,two candidates in widely different mood as ukraine holds presidential re-election,ukraine was re-elected president of the two candidates from ,0.2669,0.0,乌克兰 总统 重新 选举 两 候选人 心情 迥然不同 ukraine was re-elected president of the two candidates from ,Ukraine was re-elected as president from two candidates,0.5841005873035536,0.3605147093430547,1.3972618586022546e-102,7.903999425084334e-155,0.16519995491100892,8.785049241397993e-103,5.767166022187344e-155
103,103,103.0,"本月 二十六日 将 在 乌克兰 总统 重新 选举 中 碰头 的 两 位 对手 , 目前 已 做 好 决 一 高下 的 准备 .",the two rivals set to meet in ukraine's presidential re-election on the 26th this month have got ready for the runoff .,"march 26 presidential elections in ukraine will meet again in the two rivals , is now better prepared to compete . ",0.3632,0.0,"本月 二十六日 将 在 乌克兰 总统 重新 选举 中 碰头 的 两 位 对手 , 目前 已 做 好 决 一 高下 的 准备 . march 26 presidential elections in ukraine will meet again in the two rivals , is now better prepared to compete . ","On March 26, Ukraine’s presidential election will again be held between two rivals, and it is now ready to compete.",0.31669309631258574,0.12280831524592202,7.223505045925323e-103,4.97246091770961e-155,0.18609684207969418,0.1226557306223704,2.4914266790523593e-78
104,104,104.0,"亲 西方 的 反对党 领袖 尤 申 科 对 胜 选 有信心 , 亲 莫斯科 的 现任 总理 亚 努 科 维 奇 则 表示 , 他 将 不 再 代表 "" 令人 感到 羞耻 的 "" 执政党 参 选 .","the pro-west opposition leader yushchenko is confident of wining the election while the pro-moscow incumbent prime minister yanukovych says he will no longer represent the "" shameful "" ruling party in the election .","the west to opposition leader confident of victory , china is in moscow , said that he would no longer represent "" a shame of the ruling party candidates . ",0.4668,0.0,"亲 西方 的 反对党 领袖 尤 申 科 对 胜 选 有信心 , 亲 莫斯科 的 现任 总理 亚 努 科 维 奇 则 表示 , 他 将 不 再 代表 "" 令人 感到 羞耻 的 "" 执政党 参 选 . the west to opposition leader confident of victory , china is in moscow , said that he would no longer represent "" a shame of the ruling party candidates . ","The opposition leader in the West who is confident of victory, China said in Moscow that he will no longer represent ""the shame of the candidate of the ruling party.",0.5480891236064699,0.38241361426178144,0.2508637253999549,4.249671348924053e-78,0.2662410521996508,0.13298433476354818,2.587377932300535e-78
105,105,105.0,"于 此 同时 , 俄罗斯 总统 蒲 亭 则 对 乌克兰 加入 欧盟 态度 转变 , 表示 他 对 乌克兰 入 欧盟 持 乐 见 其 成 的 立场 .","meanwhile , russian president putin has changed his attitude towards ukraine's entry into the european union , saying he supports its entry into the eu .","meanwhile , russian president putin changed his attitude towards ukraine's entering into the european union and expressed his pleasure to see it happen .",0.575,1.0,"于 此 同时 , 俄罗斯 总统 蒲 亭 则 对 乌克兰 加入 欧盟 态度 转变 , 表示 他 对 乌克兰 入 欧盟 持 乐 见 其 成 的 立场 . meanwhile , russian president putin changed his attitude towards ukraine's entering into the european union and expressed his pleasure to see it happen .","At the same time, Russian President Vladimir Putin changed his attitude towards Ukraine's accession to the European Union and expressed his pleasure to see Ukraine's accession.",0.4230769230769231,0.36794648440311994,0.327143335211397,0.27698762715990977,0.5030153363822831,0.4423426446570632,0.36901966795557994
106,106,106.0,"询 及 他 期待 在 重 选 中 获得 几 成 选票 时 , 尤 申 科 向 记者 会 会场 满 坑 满 谷 的 记者 表示 : "" 保守 而 言 , 我 应该 会 拿 到 六 成 左右 的 选票 . ""","asked how many votes he would garner in the re-election , yushchenko told a crowded press conference , "" conservatively speaking , i should win around 60% of the votes . ""","and he looked forward to seek re-election to a vote , in particular to the press will go into said : "" conservatively speaking , i should be about 60% of the votes . "" ",0.5556,0.0,"询 及 他 期待 在 重 选 中 获得 几 成 选票 时 , 尤 申 科 向 记者 会 会场 满 坑 满 谷 的 记者 表示 : "" 保守 而 言 , 我 应该 会 拿 到 六 成 左右 的 选票 . "" and he looked forward to seek re-election to a vote , in particular to the press will go into said : "" conservatively speaking , i should be about 60% of the votes . "" ","He looks forward to voting in the re-election, especially to the press saying: ""Conservatively speaking, I should get about 60% of the votes.",0.271765332172297,0.2052229448487508,0.15266050013376684,0.09927629288589268,0.38832158167381164,0.33227530208353123,0.2834052290575623
107,107,107.0,"另一方面 , 从 外表 可见 其 焦虑 不安 的 亚 努 科 维 奇 则 好 几 次 闪 躲 直接 回答 记者 的 问题 , 最后 只 说 了 一 句 : "" 奉 上帝 意旨 , 我们 会 赢 . ""","on the other hand , yanukovych , looking anxious and upset from his appearance , directly dodged answering reporters ' questions several times , saying at last , "" for god's will , we will win . ""","on the other hand , visible in their anxiety among the several times , they are directly answered reporters ' questions , finally said : "" god wishes , we will win . "" ",0.5229,0.0,"另一方面 , 从 外表 可见 其 焦虑 不安 的 亚 努 科 维 奇 则 好 几 次 闪 躲 直接 回答 记者 的 问题 , 最后 只 说 了 一 句 : "" 奉 上帝 意旨 , 我们 会 赢 . "" on the other hand , visible in their anxiety among the several times , they are directly answered reporters ' questions , finally said : "" god wishes , we will win . "" ","On the other hand, it can be seen from the anxiety that they directly answered the reporter’s question, and finally said: ""God’s blessing, we will win.""",0.2720783259246391,0.1519746821567385,7.646797041513928e-103,4.890930425663181e-155,0.4290302870940471,0.36188942643366434,0.2851139745055037
108,108,108.0,"原本 被 现任 总统 库 契 马 培植 为 继承人 的 亚 努 科 维 奇 , 现 已 改 弦 易 辙 , 将 自己 定位 成 与 反对党 及 执政党 对抗 的 候选人 .","yanukovych , who was originally chosen as a successor of incumbent president kuchma , has changed his mind and positioned himself as a rival candidate against both the opposition and the ruling parties .","yanukovich , the original anointed successor of current president kuchma , has changed his course and cast himself as the candidate who is fighting against the opposition party and the ruling party .",0.6174,1.0,"原本 被 现任 总统 库 契 马 培植 为 继承人 的 亚 努 科 维 奇 , 现 已 改 弦 易 辙 , 将 自己 定位 成 与 反对党 及 执政党 对抗 的 候选人 . yanukovich , the original anointed successor of current president kuchma , has changed his course and cast himself as the candidate who is fighting against the opposition party and the ruling party .","Yanukovych, the original anointed successor to current President Kuchma, changed course and became a candidate for the opposition and ruling parties.",0.3495874088619462,0.22215892116347533,0.1451349730916658,0.09794870840963793,0.4326306154869797,0.31179818146532223,0.23087690022710367
109,109,109.0,"他 以 近乎 直接 点名 的 方式 表示 : "" 以前 我 信任 那些 在 政府 底下 做事 的 懦夫 和 叛徒 , 现在 我 则 是 感到 很 失望 , 这个 政府 真 丢脸 . """,""" i used to trust those cowards and traitors working with the government but i ' m very disappointed now . the government is shameful , "" he said almost directly giving the names .","he was close to mentioning names when he said , "" i used to trust those cowards and traitors who worked in the government , but now i am very disappointed . this government is very shameful . """,0.6667,1.0,"他 以 近乎 直接 点名 的 方式 表示 : "" 以前 我 信任 那些 在 政府 底下 做事 的 懦夫 和 叛徒 , 现在 我 则 是 感到 很 失望 , 这个 政府 真 丢脸 . "" he was close to mentioning names when he said , "" i used to trust those cowards and traitors who worked in the government , but now i am very disappointed . this government is very shameful . ""","He said: ""I used to trust those co-workers and traitors working in the government, but now I am very disappointed. This government is very shameful.""",0.3427254383092889,0.27094824928422007,0.17827693103801176,0.1091649962357495,0.4775669329409193,0.35443645823899234,0.29120805961377866
